name,rank,country,description
University of Kerala,1201–1500,India,"Founded in 1937, the University of Travancore was the first in the state of Kerala, and was renamed the University of Kerala (UoK) in 1954, when the unified state of Kerala came into existence.

UoK, based in the city of Trivandrum, has 16 faculties and 41 departments of teaching and research spread over three campuses. It also comprises 150 affiliated colleges. Its strengths lie in its computer science, bioinformatics and biotechnology courses, however it offers courses in a range of vocational, arts and science subjects.

Through a series of study centres, the university also offers specialised courses in Kerala Studies, bioinformatics, learning difficulties, Gandhian Studies and Nano-technology.

Set up in 1942, the Kerala University Library is the oldest and largest university library in Kerala and its manuscript library houses 65,000 works of palm leaf manuscripts. Many of these originate from Burma, Malaysia, Indonesia and Nepal, 80 per cent of which are in Sanskrit.

It is also home to one of the oldest observatories in India – the Thiruvananthapuram Observatory (established in 1837) is 200 feet above sea level and boasts a stunning view of the land surrounding UoK.

UoK students, researchers and academic staff can study at foreign universities such as the University of Valladolid, Spain and Claremont Graduate University, California through the Erasmus Mundus scheme and individual agreements.

The city of Trivandrum (population approximately: 900,000) is distinguished by its British colonial architecture and students can visit the Kuthira Malika (or Puthen Malika) Palace, known for its imposing carved horses."
University of La Frontera,1201–1500,Chile,"The University of La Frontera is located in Temuco, the capital city of the Araucanía region of Chile. The university is among Latin America’s top institutions, and offers a wealth of teaching and research expertise in its specialist fields.

The faculties at the university are Medicine, Dentistry, Agriculture and Forestry, Engineering and Science, and Legal Sciences and Business. Over 40 bachelor’s courses, 20 master’s and seven doctoral courses are available at the university.

The university owns the Parque Rucamanque, a verdant forest which is under protection for its diverse range of trees and wildlife. This national centre for conservation and environmental education is home to several threatened species, such as pumas, pampas cats and South American grey foxes.

Part of the university’s vision for its future is to develop a network of international partnerships with universities. It currently has 300 agreements with other institutions around the globe.

The University of La Frontera’s student body has a large representation of indigenous Mapuche people.

The university’s sports and recreation department organises a wide range of physical activities, ranging from fitness classes to inter-university team sports. Some of the activities on offer include tennis, climbing, handball, men’s and women’s rugby and taekwondo.

Chile is the world’s narrowest country, at 4,300 kilometres long but just an average of 180 kilometres wide. It is broken into 15 regions, which are stacked on top of each other. Araucanía is the ninth region, which puts it slightly south of the country’s centre. Temuco is a blue collar city known by tourists for its accessibility to the Andes Mountains."
University of La Serena,1201–1500,Chile,"The University of La Serena (ULS) is a public university located primarily in the city of La Serena in the Coquimbo region of northern Chile. It is situated some 350 miles, or 460 kilometres, north of Chile's capital and largest city, Santiago

Established in 1981 as the result of a merging of the Universidad Tecnica del Estado and the Universidad de Chile, the university carries on the teaching legacy of mining education provided in the region since the 1800s.

Six campuses serve the university, with the Andres Bello, Isabel Bongard, Ignacio Domeyko and Enrique Molina Garmendia campuses all located in La Serena. The Coquimbo campus is named after the commune in which it is situated, and the city of Ovalle is the home of the Limari campus.

The system of libraries of the University of La Serena (SIBULS) offers research resources and  consists of the central Irma Salas Silva library, plus bibliographic study rooms located in each campus.

The motto of ULS is ""tu universidad estatal en la región Coquimbo"", translating simply as ""your state university in the Coquimbo Region"". It has a focus on education in the technology, science, and humanities fields, and strives to develop students both academically and morally while teaching the importance of responsibility to the environment.

Artistic creation and focused research carried out by the university aims to provide a well rounded education to the students of Coquimbo.

ULS has four primary faculties. These are: faculty of science, faculty of engineering, faculty of humanities, and faculty of social and economic sciences."
University of Las Palmas de Gran Canaria,1201–1500,Spain,"Founded in 1989, the University of Las Palmas de Gran Canaria (ULPGC) has over 22,000 students enrolled at its six campuses across the Canary Islands. It had its origins in a polytechnic university that opened 10 years earlier in 1979.

The university is particularly well regarded for its maritime research, gaining the certificate of excellence from the Spanish ministry for education in 2010.

In total, there are nearly 1,600 academic staff and over 100 research groups working at ULPGC.

There are 40 undergraduate degrees and 33 master’s degrees available to prospective students. The subjects covered are science, arts and humanities, health sciences, social and legal sciences, architecture and engineering.

The university offers language education in several European languages in its language centre. Chinese and Korean courses are available at the resident Confucius Institute and King Sejong Institute respectively.

Students at ULPGC can take advantage of the Canary Island’s stunning landscapes. There are an abundance of beaches to lie on, peaks to climb and subtropical forests to explore. The islands are renowned for their nightlife, including carnivals and the Canary Islands Music Festival.

The majority of the university is based in the capital of the islands Las Palmas, which was founded in 1476 and retains many of its buildings from the era of the Kingdom of Castile. This architectural style was taken to the Americas by Spanish explorers in the late 15th and early 16th century.

UGLPC has several science and technology parks, which it hopes will pass the benefits of its research onto the local community. They are also intended as an environment to foster the growth of new businesses."
University of León,1201–1500,Spain,"Located in the north of Spain, León University has been a public university since 1979. It has two campuses, one in the city itself and another 110km to the West in Ponferrada.

Attendees of the university’s main campus in León can enjoy the rich history of the city, which stretches back to Roman times. León is part of the UNESCO world heritage-listed French Way of the Camino De Santiago. This is a pilgrimage route to the shrine of the Christian apostle Saint James the Great, which hundreds of thousands of devotees walk each year.

Other historical sites include the city’s gothic Cathedral and Casa Botines, one of just three buildings designed by architect Antoni Gaudí outside of Catalonia.

Ponferrada is the last major stop on the Camino De Santiago. It is also the home of a 12th century castle built for the Templars, who were 12th century Catholic warriors. Students there can study mining, engineering, nursing, physiotherapy and agricultural engineering.

In spite of the university being relatively young, some of the university’s departments stretch back much further. The school for veterinary science was first founded in 1852.

León University works closely with other international universities for example, with the University of Washington, which opened a base in León just under a decade ago. A partnership with Xiangtan University has led to the set up of a Confucius Institute in the city.

Mining has historically been important to the El Bierzo province, which León and Ponferrada form part of. León University’s School of Mining Engineering maintains close links with mining companies in the region, with one outcome being internships for students on relevant courses during the final year of their degrees."
University of Malaga,1201–1500,Spain,"Founded in 1972 in response to the Andalusian coastal resort’s unwanted status as the largest European city without a university, the University of Malaga has made up for its late start with rapid growth since.

Calling itself ""a young, growing university which has made quality teaching, cutting-edge research and knowledge transfer its hallmark"", it approaches its half-century as one of the largest universities in Spain, with 35,900 students in 2017.

It has retained the central El Ejido campus where it was formed following the merger of the Polytechnic University of Malaga, the Normal School and the Faculty of Economics along with newly-formed faculties of economics and business and of medicine. It has also strengthened its city centre presence by acquiring the iconic Post and Telegraphs building as the Rectorate in 1993.

El Ejido remains the centre for economics, fine arts and architecture, but the bulk of expansion and current activity of an institution with 19 schools and faculties is the suburban Teatinos campus, on the west of the city. There are also satellite centres at Ronda, which hosts the school of nursing, and Antequera.

Since 2012 UMA has been allied with the University of Sevilla in the Andalusia Tech project, which has more than 150 international links, and is a partner in the Andalusia Technology Park.

It has strong links with South Korea, with significant library holdings, language classes and significant student exchanges. The IAMUS research group produced a classical music CD through computer algorithms, while the golf programme founded in 2016 offers a master's in golf management and won the 2017 European collegiate championship."
University of Manouba,1201–1500,Tunisia,"Based just outside Tunisia’s capital city Tunis, the University of Manouba is a public university which was founded in 2000. Unlike many large African institutions, it continues to operate from a single 30-hectare campus.

It describes the campus as ""conducive to the exchange and complements between the human, social, technical, experimental sciences, literature and the arts"".

Under the motto ""Criticism, Creativity and Conviviality"", it has a broadly secular culture and aims to ""form the citizen and transform the world"". Its mission includes the desire to ""respond to the needs of the country and be part of its development priorities"".

In 2017 it enrolled 16,190 students in 14 disciplinary institutions. FLAHM, the faculty of letters, arts and humanities which dates back to 1986, formed the initial nucleus of the new university in 2000 and has sections covering six languages, history, geography and comparative religion, accounted for around a quarter of the students. The faculty opened a new German library in May 2019.

UMA points to a mix of ""well-established and prestigious"" institutions such as FLAHM, the ENMUT National School of Veterinary Medicine with the ""young and dynamic"" like the ESEN High School of the Digital Economy and ISES High School of Special Education as offering ""a generational balance and a guarantee of sustainability"".

Several sections, such as ENMUT, ESEN, ISES, the Higher Institute of Documentation (ISD), the Institute of Press and Information Sciences (IPSI) and the Institute for Research in the History of Contemporary Tunisia (ISHTC), founded in 1989, are thought to offer courses not found elsewhere in Tunisia."
University of Maragheh,1201–1500,Iran,"The University of Maragheh is a public institution located in the ancient city of Maragheh in the Iranian province of East Azerbaijan, about 50 miles from the city of Tabriz. It was formed in 2009.

It was built on foundations from agricultural education. The Agricultural College of Maragheh began life in 1987 under the auspices of the University of Tabriz, and remained part of it until attaining Higher Education Centre status in 2005.

Initially formed from faculties of agriculture and of basic science, it subsequently added engineering and then human sciences in 2010. Agriculture incorporates horticulture, crop production, soil science, plant protection and agronomy and plant breeding.

Engineering has civil and materials departments while basic science covers maths, physics, chemistry and cell and molecular biology. Originally including geography, urban planning and law, human sciences has since added psychology and English language.

The campus is just outside the largely Azeri-speaking city noted for its five surviving 12th Century tomb towers and for a remarkable heritage in astronomy. This ties in with the proposed incorporation of the modern Astronomy Research Centre.

The Observatory, established in Maragheh in 1259, and the ruins excavated in the 1970s, has been called ""a unique place in the history of astronomy"" as harbinger of ""a new wave of scientific activities in the Islamic World in the mid 13th Century"" and is reckoned to have had a library of 40,000 books.

Modern scientific achievements at the university include the development of nano-sensors capable of detecting prostate cancer within 12 minutes through the analysis of blood samples and a microbiologist’s discovery that his own urine was a potential source of yeast."
University of Maribor,1201–1500,Slovenia,"Slovenia's second largest university, the University of Maribor, was established in 1975. The town of Maribor can be traced back to the 13th century, and is now the second largest city of Slovenia functioning as a cultural, business, and political hub.

Moreover, Maribor has chosen to call itself ‘the University City’ showing off its awareness of the importance of education and research in its economic development.

The university is divided into 17 faculties, which include: agriculture, engineering, economics, education, law and medicine. Not all are based in Maribor - the university has outposts in other Slovenian cities.

The university boasts facilities such as the Maribor University Library, student housing, the Computing Centre, the Leon Štukelj Sporting Centre, and Postgraduate and Visiting Faculty Home.

Student dormitories are located at five separate locations: Gosposvetska, Tyrševa, Lent, Smetanova and Gorkega. Students studying music and art have separate rooms which are specifically designed for their specialised needs. Moreover, they offer free internet access, laundry rooms, sports facilities – including fitness centres, outdoor playing fields, gyms, table tennis rooms, and an indoor swimming pool –  study and multimedia rooms and facilities for extra-curricular activities.The University of Maribor offers subsidised food, and a range of entertainment including annual dances, concerts, performances, festivals for both students and visitors.

Maribor itself also offers a rich and varied cultural experience to its inhabitants with its renowned Slovenian National Theatre Maribor featuring drama, opera and ballet performances, and a vast number of museums and galleries.

Notable alumni include Ljudmila Novak, a Slovenian politician and former Member of the European Parliament, József Györkös, a Slovenian politician and university professor, and the Slovenian politician Andreja Katič."
University of Mauritius,1201–1500,Mauritius,"The University of Mauritius is the oldest and biggest university in the country based on student enrolment and academic offerings.. The public university's main campus is located in Réduit, Moka.

The university was first officially established by the University of Mauritius Ordinance in December 1965, when it took over the existing school of agriculture. It achieved full university status in 1972.

The faculty of agriculture is the oldest faculty in the university, dating back to 1914. Today the faculty operates the University of Mauritius Farm along with a laboratory on 21 acres.

Students can also choose to study at its six other faculties: engineering; information, communication and digital technologies; law and management; medicine and health sciences; science; and social sciences and humanities. As well as those faculties, the university also offers a Centre for Innovative Lifelong Learning, a Centre for Information Technology and Systems and a Centre for Biomedical and Biomaterials Research.

There is a student's union at the university which acts as a bridge between the students and the faculty.

There are a range of sports facilities on campus including a football pitch, a volleyball pitch and pool tables."
University of Mazandaran,1201–1500,Iran,"A public institution in the city of Babolsar, the University of Mazandaran serves the Iranian state which borders on the south of the Caspian Sea. It was formed, on the basis of advice from Harvard University, as Reza Shah Kebir University in 1979 by the amalgamation of local institutions of higher education, economic and social science, natural resources, agriculture and a higher technical school.

While producing two spin-off institutions, with the creation of Gorgan University in 1986 and Babol Nashirvani University of Technology in 2008, it has grown over subsequent decades into a university with 12 faculties covering a broad range of disciplines, with theology and Islamic sciences (2010, but with an earlier history dating back to 1970) and physical education and sports sciences (2005) among the more recently-created sections.

Babolsar, a town on the Caspian Sea, has grown comparably over the same period, quadrupling in size to 75,761 in the 2016 census.

The university library is reported to be the second largest in Iran, behind only the University of Tehran. The unviersity was rated as in the 16-20 range in Iran for research performance, international co-operation and scientific impact in the 2013-5 period by analysts from the Islamic World Science Citation Centre (ISC).

Regional outreach has been assisted by the use of Nima software to deliver online classes to home students. Classes are delivered in Persian, and overseas students are advised to attend for at least one semester, between three and nine months, to develop their proficiency in the language before starting the courses for which they have registered."
University of Nebraska Omaha,1201–1500,United States,"The University of Nebraska Omaha is a public research university located in Omaha, Nebraska, US.

The university was founded in 1908 by faculty from the Omaha Presbyterian Theological Seminary as a private non-sectarian college to provide a Christian-based education.

The university offers a wide array of undergraduate and graduate programmes across various disciplines including business, education, engineering, information technology, public administration, and the arts and sciences.

The main campus is situated in the city of Omaha. The university campus has modern facilities including classrooms, advanced laboratories, a comprehensive library, student residences, and recreational centres.

In 2002, it became the first university in Nebraska to offer an ABET accredited computer science degree and the only university in the state with an ABET accredited information systems program."
University of Nigeria Nsukka,1201–1500,Nigeria,"The University of Nigeria Nsukka is a federal university in Enugu State, Nigeria. Known as UNN, it was founded by Nnamdi Azikiwe (Governor General of Nigeria from 1960 to 1963 and first President of Nigeria from 1963 to 1966) in 1955 and formally opened in 1960.

UNN operates 102 academic departments across 15 faculties and offers 82 undergraduate programmes and 211 postgraduate programmes. It does so across four campuses: Nsukka; Enugu campus (UNEC); University of Nigeria Teaching Hospital (UNTH), in Ituku-Ozalla and the University of Nigeria Aba campus (UNAC). There is also a UNN Business School.

The Nsukka campus houses the faculties of agriculture, arts, biological sciences, education, engineering, pharmaceutical sciences, physical sciences, social sciences, and veterinary medicine.

The former Nigerian College of Arts, Science and Technology (UNEC), Enugu, comprises of the faculties of business administration, environmental studies, law and medical sciences.

The teaching hospital (UNTH) hosts the faculty of dentistry and health sciences and technology. Finally, the Aba campus (UNAC) is the site of the Institute of Nigerian Languages.

Research activity is undertaken across institutes for African studies, education, developmental studies, postgraduate studies and herbal medicine and drugs research and development. There are also centres established to look at climate change, space science and energy research.

UNN also has the Roar Nigeria Hub within its main site. The Hub is a private sector initiative from two of the university’s engineering students. Its aim is to encourage entrepreneurial activity among students and faculty, investing in viable student-led ideas, and to help link academia, the public and industry."
University of Northern British Columbia (UNBC),1201–1500,Canada,"The University of Northern British Columbia (UNBC) is a small university in Prince George, British Columbia, which was established in 1994 with the notion that it would be “in the North - for the North”.

Due to its extremely northern latitude, UNBC is a member of the University of the Arctic. UNBC’s motto, En Cha Hunà, comes from the indigenous Dakelh Elders, and translates as “he/she also lives”, suggesting respect for all life.

The main campus overlooks the city of Prince George from Cranbrook Hill in the west and is renowned for its innovative architecture. All buildings are linked together in such a way that the university can be heated by the gasification of clean-burning, renewable wood pellets, collected from pine trees killed by mountain pine beetle. UNBC’s trademark since 2007 has been “Canada’s Green University”.

Each building is designed to represent an element of northern Canada’s landscape: the Winter Garden, which has a flowing blue staircase beneath a wooden lattice ceiling, represents the rainforests on the west coast; the cafeteria, built to resemble a lighthouse, represents the rugged coastline; and in the UNBC Bookstore, the triangular glass peaked sky lights represent mountains.

There are also regional campuses in the cities of Prince Rupert, Terrace, Quesnel, and Fort St. John.

The UNBC First Nations Centre supports aboriginal students, bringing in elders, counselling, and hosting events such as talking circles and sweat lodges. The Northern Pride Centre Society gives support and resources to LGBT students.

Alumni include entrepreneurs, nurses, teachers, foresters, bankers, and community leaders. Canadian politicians who attended UNBC include James Moore, Robin Austin, Shirley Bond, and Daniel Brooks."
"University of Occupational and Environmental Health, Japan",1201–1500,Japan,"The University of Occupational and Environmental Health, Japan (UOEH), as a university for the training of qualified occupational physicians and the promotion of occupational health, was established in Kitakyushu city in 1978 under the enactment of the Industrial Safety and Health Act of 1972 for the securement of occupational physicians experienced in occupational health management. This act rules that every company over a certain size is obliged to appoint an occupational physician to control its workers’ health.

UOEH promotes education and research that pertains to medical science, especially occupational medicine and occupational health. It also produces many excellent medical doctors/scientists, occupational physicians and occupational health professionals who are active in society while conducting world-class research in the field of basic medicine, clinical medicine, occupational medicine and occupational health. Highly regarded publications on auto-immune diseases and asbestos related diseases written by our colleagues have been frequently cited by researchers around the world, which contributed to our position in the World University Rankings 2020 published by Times Higher Education. UOEH ranked in the 7th among Japanese Universities and 1st among Japanese private universities.

Features

UOEH has the Institute of Industrial Ecological Sciences (IIES) which conducts research on occupational medicine through three different groups; Group for optimization of Work Environment, Group for Occupational Health Support, and Group for Environmental Evaluation. IIES actively contributes to international cooperation, for example by implementing a JICA group training course. It also plays an important role as a WHO collaborating center for Occupational Health, which IIES was designated by WHO in 1988.

In addition to the Graduate School of Medicine where students are trained to be health professionals who lead the field of medicine globally, UOEH has the Graduate School of Occupational Health. At the Graduate School of Occupational Health, students can pursue occupational health professionally by focusing on issues including nanoparticles, asbestos, and aging working populations. The Graduate School of Occupational Health trains researchers and practitioners who contribute to improving working conditions and discovering health effects in order to promote occupational health. Students receive “Doctor of Philosophy in Occupational Health”. This is possible only at UOEH in the world.

The Graduate School of Medicine has been successfully contributing to the society by conducting international-level research and training of health professionals, as evidenced by First Department of Internal Medicine being selected as “The Center of Excellence for Rheumatology and Clinical Immunology, Japan”. As one of UOEH’s 40th anniversary projects, UOEH established the “Asia International Educational Program for Graduate Students in the field of Occupational Health”, which allows selected non-Japanese students to be exempt from tuition fee."
University of Peradeniya,1201–1500,Sri Lanka,"University of Peradeniya (UoP) is the heir to a seventy-year old university tradition, which commenced with the inception of the University of Ceylon, the first institution of its kind to be established in Sri Lanka on 1st July 1942 and located in Colombo until it was shifted to the present site of great natural beauty at Peradeniya on 6th October 1952. The University of Ceylon at its inception was an institution of very modest proportions consisting of four faculties; Arts, Oriental Studies, Science and Medicine.

At present, UoP has 9 faculties: Agriculture, Allied Health Sciences, Arts, Dental Sciences, Engineering, Management, Medicine, Science, Veterinary Medicine and Animal Sciences together with 3 postgraduate institutes: Postgraduate Institute of Agriculture (PGIA), Postgraduate Institute of Sciences (PGIS), and Postgraduate Institute of Humanities and Social Sciences (PGIHS).

In 2018, the total undergraduate enrolment was 12756 as internal students and another 10372 as external students. There were 8314 Postgraduate students. For 2018, the International student enrolment was around 257. University education for domestic internal undergraduates is free of charge; hence the international student enrolment has been restricted by the Government of Sri Lanka as a policy to provide more opportunities for local students.

The university is located in a salubrious environment spreaded over 700 hectares between the Hantana mountain range and the Mahaweli River. This includes a 150 hectares natural forest reserve as well.  There are 24 halls of residence accommodating around 9,000 students and there are 413 staff quarters for university employees. Other infrastructure facilities include playing fields, gymnasium, swimming pool, open-air theatre, health center, teaching hospital, dental hospital, veterinary hospital and four agriculture and livestock farms.

UoP has initiated many major initiatives in the last few years, to upgrade its quality of education through changing infrastructure and revising curricular to match with national and global needs. During the last 77 years of its existence, UoP has developed into the largest, most comprehensive and No. 1 Ranked University in Sri Lanka. UoP has currently emerged as a leading global center of excellence in education, training, research and outreach."
University of Reims Champagne-Ardenne,1201–1500,France,"The University of Reims first opened in 1548, but was closed in 1793 during France’s revolution against the monarchy. It remained shut for over two and a half centuries, reopening in the 1960s. It is now a public university with over 25,000 students in attendance and over 2,500 staff.

The university’s courses are divided into five areas: arts; languages; humanities and social sciences; law, economics and management; science, technology, health and sports science. Its main campus is in Reims, but there are others in Troyes, Charleville-Mézières, Châlons en Champagne and Chaumont

Reims is a city in the northern Île-de-France region of France, about 80 miles from Paris. The university has recently formed a cluster with several other institutions in the same region, including Picardie and Walloon universities in a move to drive up its international connections.

There is plenty to see in Reims, including the Notre-Dame de Reims Cathedral. A UNESCO World Heritage Site, its current incarnation was built in the 13th century. Notre-Dame de Reims was the former coronation spot for French kings.

Also worth paying a visit to is the Mars Gate, which dates back to the Gallo-Roman era (3rd or 4th century). The university is based in the Champagne region and many world famous wineries are nearby, including Veuve Cliquot and Tattinger.

The city is not too big and is easily traversable. However, it has a large enough population that there is a relatively active cultural life with theatres, live music venues and museums to visit. Each year it hosts the Noces Felines music festival at the Palace of Tau, the former home of the Archbishop of Reims."
University of Rouen Normandie,1201–1500,France,"The University of Rouen Normandy is a public university in Rouen. The university is located in the suburb of Mont-Saint-Aignan, in the Normandy region of France.

The University of Rouen Normandy opened in 1966 as an off-shoot of the University of Caen. The university offers wide range of undergraduate and graduate programmes across various disciplines such as humanities, sciences, health, law, business, and engineering.

The university has seven campuses in the are all with amenities such as spacious classrooms, advanced research laboratories, comprehensive libraries, student residences, and recreational area.

The University of Rouen Normandy has formed partnerships with universities in over 40 countries offering students and faculty opportunities for exchange programs, joint degrees, and collaborative research."
University of Sargodha,1201–1500,Pakistan,"University of Sargodha is a major public sector university in the province of Punjab, Pakistan. It started its journey in 1929 with the establishment of De’Montmorency College, later renamed as Government College, and was awarded University Charter in 2002. With its main campus located in Sargodha city, and one sub-campus in Bhakkar, the University presently has around 21,000 students and 800 faculty members, including 300 PhDs, in 24 departments, two institutes and one school, five constituent colleges that come under the seven faculties of social sciences, arts & humanities, natural sciences, agriculture, pharmacy, medical & health sciences, and engineering & technology. These are assisted by around 1,200 administrative staff.

The university also has 260 affiliated government and private colleges spread across the province. Sargodha University offers modern teaching and research facilities to its students, including well-equipped classrooms and laboratories and a vast collection of library material, with online access to books and journals. In recent years, Sargodha University has undergone major institutional and academic reforms to enhance its global profile. It has an ambitious agenda of quality-centric academic growth in the foreseeable future, with a strategic objective to become a hub of higher education in Pakistan and South Asia by 2025."
University of Sfax,1201–1500,Tunisia,"The University of Sfax is located in Sfax, Tunisia. It was founded in 1986, named the University of the South. Now it is divided into three separate public universities: the University of Sfax, the University of Gabes, which joined in 2003 and the University of Gafsa, which joined in 2004.

The University of Sfax is organised into 21 higher education institutions, five research faculties, three colleges, twelve institutes and a research centre. The institute offers the best knowledge and expertise in the major areas of the social sciences. It is highly selective, with only 10 per cent of applicants being offered places to study there.It has 2,495 administrative staff and 48,514 students.

The University of Sfax has several partnerships with large corporations and cooperates academically in research and exchange programmes with foreign universities in several countries like France, Canada, Belgium and Morocco.

Sfax is a Tunisian city 270km southeast of the capital city of Tunis. It was founded in AD 849 on the ruins of Taparura and Thaenae and is the capital of the Sfax Governorate. Sfax is a Mediterranean port city with a population of around 330,440 and its main economic activities are phosphate processings, olive and nut production, fishing and trade. It is the largest fishing port in Tunisia and is often described as Tunisia’s second city, as it is the most populous after the capital Tunis.

Notable people who were born or originate from Sfax include interiors designer Tom Dixon, fashion designer Max Azria and writer Georges Perec."
University of Social Welfare and Rehabilitation Sciences,1201–1500,Iran,"Based in Tehran, the capital of Iran, the University of Social Welfare and Rehabilitation Sciences was founded in 1992.

A specialised university in fields of rehabilitation, welfare, social health, and mental health, the University of Social Welfare and Rehabilitation Sciences has four faculties offering a variety of courses in those arenas at undergraduate, postgraduate and PhD level. Specialisations include speech therapy, nursing, counselling, physiotherapy, genetics, audiology and ergonomics.

To supplement studies, the university has teaching hospitals where students gain real life experience outside of the classroom. These are Razi Psychiatric Hospital, Rofeideh Rehabilitation Hospital, Asma Rehabilitation Hospital and NezamMafi Rehabilitation Hospital.

In addition, there are eight research centres on campus specialising in a variety of topics including social welfare, emergency and disaster, genetics and substance abuse.

There’s also a University Incubator, which has been designed to support small and medium enterprises and businesses in various fields of technology leading to economic progress.

On campus, students will find a comprehensive library at the heart of the campus, as well as dormitories.

There’s a large sports hall, soccer field and gymnasium as well as walking, running and cycling routes around the campus.

The University of Social Welfare and Rehabilitation Sciences has established relationships with universities around the world, carrying out various exchange activities such as academic exchanges, scientific research cooperation and the opportunity for students to study abroad."
University of South Africa,1201–1500,South Africa,"The University of South Africa was founded in 1873 and was originally known as the University of the Cape of Good Hope. However, in 1918 the university became the University of South Africa.

The University of South Africa provides open, flexible and distance learning opportunities to people who cannot afford to attend residential universities. This has made it possible for students who live in remote parts of South Africa or other African countries to pursue their academic goals without needing to leave their community.

The university has colleges in accounting sciences, agriculture and environmental sciences, economic and management sciences, education, human sciences, law, science, engineering and technology and business leadership."
University of South Wales,1201–1500,United Kingdom,"The University of South Wales was founded in 2013 through the merging of the University of Glamorgan and the University of Wales, Newport.

The University of Wales, Newport originated in the Newport Mechanics’ Institute, founded in 1841. The South Wales and Monmouthshire School of Mines, founded in 1913, evolved into the Polytechnic of Wales before becoming the University of Glamorgan in 1992.

At the university’s formation it was the sixth largest university in the United Kingdom, with 33,500 students.

In 2014, Rowan Williams, who was the 104th Archbishop of Canterbury, was appointed chancellor of the university.

Spread over its campuses in Cardiff, Pontypridd and Newport, there are four faculties: Business and Society; Computing; Engineering and Science; Creative Industries; and Life Sciences and Education.

The school prides itself on the high employment rates of its graduates and students are given the opportunity to prepare for the working world with simulation environments, such as a courtroom, forensic scene of crime house, film, fashion and music studios, and an aerospace centre with two aircraft hangars.

The School of Creative Industries is renowned for producing theatre designers, poets, scriptwriters, and authors. It includes a film school, animation facilities, broadcasting studios, and a photography school. The university is also famous for its national music and drama conservatoire, the Royal Welsh College of Music and Drama.

In 2016 the university launched The National Cyber Security Academy, a joint venture with industrial partners and the Welsh Government.

The university has produced many notable artists, writers, media personalities, and politicians, such as the artist Roger Cecil, the science fiction author Gareth L. Powell, and the filmmaker known for such documentaries as Amy  and Senna, Asif Kapadia."
University of Split,1201–1500,Croatia,"The University of Split in Croatia was founded in 1974 as a public university, and is a member of the European University Association.

The Faculty of Electrical Engineering, Mechanical Engineering and Naval Architecture serves as one of the largest constituents of the university and the largest technical faculty outside of the capital city of Zagreb. It dates back to 1960, when it opened as an autonomous organisation within the University of Zagreb, but became a constituent part of the University of Split in 1974. Today it has a new building, completed in 2007, with 95 research and teaching laboratories.

The School of Medicine in Split, a constituent part of the university, is affiliated with the University Hospital Split as its teaching hospital, as well as several other sites. In 2011 a medicine programme was started in English, with places for 60 students.

Research work is focussed on features of the Croatian Adriatic and the Mediterranean region, aiming to protect and promote local features, through the study of art and architectural heritage, philology, field crops, oceanography and fishing, Adriatic botany and zoology, island and coastal economy, Adriatic tourism, maritime law, nautical science, naval architecture. It also aims to advance in the areas of chemical engineering, civil engineering, architecture, electrical and mechanical engineering, social sciences, kinesiology, humanities, health sciences, and forensics.

The University of Split is a predominantly scientific institution, but also includes the Academy of Arts, the Faculties of Catholic Theology, Humanities and Social Sciences, Kinesiology, Law, and Professional Studies.

The university’s library in Split is one of the largest libraries in Croatia, with around 400,000 books, including a rich collection of rare and valuable editions."
University of Staffordshire,1201–1500,United Kingdom,"Staffordshire University is a public university in Staffordshire, England. It has one main campus based in the city of Stoke-on-Trent and three other campuses in Stafford, Lichfield and Shrewsbury.

There are six academic departments at the university including computing and digital technologies; creative arts and engineering; health and social care; law, policing and forensics; life sciences and education and the Staffordshire business school.

At the campuses in Stafford and Shrewsbury are two Centres of Excellence in healthcare education which provide an innovative learning environment for health and social care students.

There are a number of student societies at the university including a Pokemon club, a vegan and vegetarian club, a Harry Potter club, swimming club, a table tennis club and a theme park society. There are also a selection of sports teams that students can join including American football, hockey, lacrosse, trampolining, snow sports, tennis, volleyball and many more.

There are libraries across all of the three campuses as well as a dedicated library for the children of mature students, with colourful seating, tables and a story chair.

The university has a number of partnerships with universities across the world. These include ESERP Business School, Barcelona, Riinvest College in Kosovo, Gulf College in Oman, Chengdu University of Technology in China, APIIT SD in India, British University Vietnam and the University of Alabama at Birmingham in the USA.

Notable alumni include footballer Fabrice Muamba, author, comedian and television presenter Dave Gorman, cricketer Mark Wallace, and Olympic Gold Medalist and World Champion rower Andrew Triggs Hodge."
